promotion_id,customer_id,product_id,erp_source,promotion_type,baseline_price,promotional_price,discount_pct,discount_amount,volume_units,trade_spend_amount,volume_uplift_pct,promo_start_date,promo_end_date,transaction_date,approval_status,_ingestion_timestamp
PROMO00909,CUST004,PROD001,NAV1,Clearance,1.09,1.0304,5.47,0.0596,803,47.86,21.26,2024-01-30,2024-02-12,2024-01-30,APPROVED,2026-05-05T00:00:29.883758
PROMO00910,CUST010,PROD011,NAV2,Market Development Fund,1.49,1.3791,7.44,0.1109,1032,114.45,19.19,2024-02-14,2024-03-04,2024-02-14,APPROVED,2026-05-05T00:00:29.883769
PROMO00911,CUST011,PROD013,NAV1,Seasonal Promotion,1.89,1.4553,23.0,0.4347,4687,2037.44,30.84,2025-02-15,2025-02-27,2025-02-15,APPROVED,2026-05-05T00:00:29.883779
PROMO00912,CUST005,PROD005,NAV2,Retailer Event,3.49,2.9895,14.34,0.5005,670,335.34,31.91,2024-11-23,2024-12-08,2024-11-23,APPROVED,2026-05-05T00:00:29.883789
PROMO00913,CUST007,PROD012,M3_V133,Seasonal Promotion,4.49,3.4542,23.07,1.0358,2699,2795.62,26.23,2024-05-11,2024-05-26,2024-05-11,APPROVED,2026-05-05T00:00:29.883800
PROMO00914,CUST001,PROD007,NAV1,Market Development Fund,0.99,0.8636,12.77,0.1264,542,68.51,5.59,2024-05-12,2024-06-02,2024-05-12,APPROVED,2026-05-05T00:00:29.883813
PROMO00915,CUST002,PROD008,NAV2,Retailer Event,1.49,1.1236,24.59,0.3664,1693,620.32,2.14,2024-11-08,2024-11-30,2024-11-08,APPROVED,2026-05-05T00:00:29.883823
PROMO00916,CUST002,PROD003,NAV2,Clearance,2.29,1.928,15.81,0.362,3582,1296.68,20.73,2024-04-21,2024-05-12,2024-04-21,APPROVED,2026-05-05T00:00:29.883833
PROMO00917,CUST012,PROD005,CLOUDSUITE,Clearance,3.49,3.2433,7.07,0.2467,647,159.61,24.1,2024-02-06,2024-02-27,2024-02-06,APPROVED,2026-05-05T00:00:29.883843
PROMO00918,CUST001,PROD015,NAV1,Bundle Deal,1.45,1.2332,14.95,0.2168,57,12.36,10.62,2024-01-20,2024-01-31,2024-01-20,APPROVED,2026-05-05T00:00:29.883854
PROMO00919,CUST012,PROD006,CLOUDSUITE,Clearance,4.29,3.2994,23.09,0.9906,4757,4712.28,23.3,2024-01-02,2024-01-24,2024-01-02,APPROVED,2026-05-05T00:00:29.883867
PROMO00920,CUST008,PROD007,TROPOS,Seasonal Promotion,0.99,0.8605,13.08,0.1295,624,80.81,-4.87,2024-10-03,2024-10-25,2024-10-03,APPROVED,2026-05-05T00:00:29.883877
PROMO00921,CUST002,PROD010,NAV2,Bundle Deal,1.49,1.2559,15.71,0.2341,2990,699.96,7.11,2024-06-19,2024-06-27,2024-06-19,APPROVED,2026-05-05T00:00:29.883888
PROMO00922,CUST011,PROD011,NAV1,Volume Discount,1.49,1.3885,6.81,0.1015,4429,449.54,28.65,2024-06-23,2024-07-09,2024-06-23,APPROVED,2026-05-05T00:00:29.883898
PROMO00923,CUST011,PROD004,NAV1,Bundle Deal,3.99,3.6497,8.53,0.3403,372,126.59,2.64,2024-07-15,2024-08-03,2024-07-15,APPROVED,2026-05-05T00:00:29.883911
PROMO00924,CUST002,PROD011,NAV2,Bundle Deal,1.49,1.2102,18.78,0.2798,4035,1128.99,12.52,2024-02-13,2024-02-26,2024-02-13,APPROVED,2026-05-05T00:00:29.883921
PROMO00925,CUST003,PROD001,CLOUDSUITE,Retailer Event,1.09,0.9934,8.86,0.0966,4907,474.02,10.55,2024-05-02,2024-05-26,2024-05-02,APPROVED,2026-05-05T00:00:29.883932
PROMO00926,CUST011,PROD005,NAV1,Volume Discount,3.49,2.9668,14.99,0.5232,3730,1951.54,8.57,2024-01-09,2024-01-26,2024-01-09,APPROVED,2026-05-05T00:00:29.883942
PROMO00927,CUST012,PROD001,CLOUDSUITE,Bundle Deal,1.09,0.9471,13.11,0.1429,1784,254.93,21.69,2025-02-17,2025-03-10,2025-02-17,APPROVED,2026-05-05T00:00:29.883955
PROMO00928,CUST011,PROD014,NAV1,Clearance,4.29,3.3252,22.49,0.9648,1270,1225.3,4.32,2025-01-14,2025-01-23,2025-01-14,APPROVED,2026-05-05T00:00:29.883966
PROMO00929,CUST001,PROD012,NAV1,Clearance,4.49,4.1384,7.83,0.3516,206,72.43,-3.17,2024-08-29,2024-09-25,2024-08-29,APPROVED,2026-05-05T00:00:29.883976
PROMO00930,CUST003,PROD001,CLOUDSUITE,Market Development Fund,1.09,0.998,8.44,0.092,459,42.23,26.75,2024-06-06,2024-06-27,2024-06-06,APPROVED,2026-05-05T00:00:29.883986
PROMO00931,CUST010,PROD003,NAV2,Market Development Fund,2.29,1.7928,21.71,0.4972,573,284.9,-0.75,2025-02-22,2025-03-16,2025-02-22,APPROVED,2026-05-05T00:00:29.883997
PROMO00932,CUST010,PROD013,NAV2,Seasonal Promotion,1.89,1.5628,17.31,0.3272,566,185.2,12.05,2025-02-15,2025-03-15,2025-02-15,APPROVED,2026-05-05T00:00:29.884007
PROMO00933,CUST007,PROD006,M3_V133,Seasonal Promotion,4.29,3.9717,7.42,0.3183,4768,1517.65,7.86,2024-10-06,2024-10-19,2024-10-06,APPROVED,2026-05-05T00:00:29.884018
PROMO00934,CUST001,PROD010,NAV1,New Product Launch,1.49,1.3638,8.47,0.1262,567,71.56,0.65,2024-03-02,2024-03-22,2024-03-02,APPROVED,2026-05-05T00:00:29.884028
PROMO00935,CUST003,PROD012,CLOUDSUITE,Seasonal Promotion,4.49,3.9332,12.4,0.5568,1401,780.08,32.03,2024-08-12,2024-08-20,2024-08-12,APPROVED,2026-05-05T00:00:29.884038
PROMO00936,CUST003,PROD002,CLOUDSUITE,Seasonal Promotion,1.09,0.8631,20.82,0.2269,3131,710.42,-4.37,2025-02-02,2025-02-24,2025-02-02,APPROVED,2026-05-05T00:00:29.884052
PROMO00937,CUST002,PROD001,NAV2,Bundle Deal,1.09,1.034,5.14,0.056,780,43.68,18.75,2024-12-27,2025-01-12,2024-12-27,APPROVED,2026-05-05T00:00:29.884066
PROMO00938,CUST007,PROD012,M3_V133,Seasonal Promotion,4.49,3.5404,21.15,0.9496,3949,3749.97,3.25,2024-12-20,2025-01-16,2024-12-20,APPROVED,2026-05-05T00:00:29.884076
PROMO00939,CUST005,PROD009,NAV2,Clearance,4.99,4.2909,14.01,0.6991,2009,1404.49,22.67,2024-03-30,2024-04-25,2024-03-30,APPROVED,2026-05-05T00:00:29.884090
PROMO00940,CUST003,PROD012,CLOUDSUITE,Market Development Fund,4.49,3.8165,15.0,0.6735,771,519.27,26.3,2024-11-17,2024-12-05,2024-11-17,APPROVED,2026-05-05T00:00:29.884100
PROMO00941,CUST007,PROD001,M3_V133,Clearance,1.09,0.914,16.15,0.176,1622,285.47,34.07,2024-03-01,2024-03-27,2024-03-01,APPROVED,2026-05-05T00:00:29.884111
PROMO00942,CUST006,PROD014,M3_V133,Seasonal Promotion,4.29,3.4226,20.22,0.8674,4471,3878.15,13.57,2024-09-16,2024-10-13,2024-09-16,APPROVED,2026-05-05T00:00:29.884121
PROMO00943,CUST011,PROD004,NAV1,Market Development Fund,3.99,3.5699,10.53,0.4201,1636,687.28,0.97,2024-02-27,2024-03-20,2024-02-27,APPROVED,2026-05-05T00:00:29.884131
PROMO00944,CUST008,PROD003,TROPOS,Bundle Deal,2.29,2.1022,8.2,0.1878,403,75.68,9.57,2024-01-28,2024-02-10,2024-01-28,APPROVED,2026-05-05T00:00:29.884141
PROMO00945,CUST007,PROD005,M3_V133,Volume Discount,3.49,3.082,11.69,0.408,3762,1534.9,24.62,2024-01-23,2024-02-16,2024-01-23,APPROVED,2026-05-05T00:00:29.884152
PROMO00946,CUST003,PROD003,CLOUDSUITE,Volume Discount,2.29,1.8157,20.71,0.4743,4023,1908.11,-2.17,2024-09-20,2024-10-04,2024-09-20,APPROVED,2026-05-05T00:00:29.884162
PROMO00947,CUST012,PROD008,CLOUDSUITE,Seasonal Promotion,1.49,1.2389,16.85,0.2511,2720,682.99,24.88,2024-08-02,2024-08-19,2024-08-02,APPROVED,2026-05-05T00:00:29.884172
PROMO00948,CUST004,PROD013,NAV1,Seasonal Promotion,1.89,1.7539,7.2,0.1361,1915,260.63,24.51,2024-02-20,2024-03-04,2024-02-20,APPROVED,2026-05-05T00:00:29.884182
PROMO00949,CUST007,PROD015,M3_V133,Retailer Event,1.45,1.3136,9.41,0.1364,3908,533.05,-2.83,2024-10-26,2024-11-15,2024-10-26,APPROVED,2026-05-05T00:00:29.884192
PROMO00950,CUST003,PROD004,CLOUDSUITE,Retailer Event,3.99,3.05,23.56,0.94,3777,3550.38,9.94,2024-04-01,2024-04-22,2024-04-01,APPROVED,2026-05-05T00:00:29.884203
PROMO00951,CUST012,PROD004,CLOUDSUITE,New Product Launch,3.99,3.2862,17.64,0.7038,2259,1589.88,0.09,2024-04-13,2024-05-08,2024-04-13,APPROVED,2026-05-05T00:00:29.884213
PROMO00952,CUST001,PROD005,NAV1,Retailer Event,3.49,3.2202,7.73,0.2698,3863,1042.24,1.85,2024-08-22,2024-09-08,2024-08-22,APPROVED,2026-05-05T00:00:29.884240
PROMO00953,CUST004,PROD015,NAV1,Market Development Fund,1.45,1.2919,10.9,0.1581,1334,210.91,20.52,2025-02-08,2025-03-06,2025-02-08,APPROVED,2026-05-05T00:00:29.884255
PROMO00954,CUST003,PROD010,CLOUDSUITE,Retailer Event,1.49,1.1264,24.4,0.3636,1931,702.11,29.28,2024-02-14,2024-03-07,2024-02-14,APPROVED,2026-05-05T00:00:29.884265
PROMO00955,CUST004,PROD010,NAV1,Volume Discount,1.49,1.2744,14.47,0.2156,3840,827.9,24.2,2024-05-22,2024-06-05,2024-05-22,APPROVED,2026-05-05T00:00:29.884278
PROMO00956,CUST004,PROD006,NAV1,Seasonal Promotion,4.29,3.7031,13.68,0.5869,1871,1098.09,31.55,2024-10-29,2024-11-05,2024-10-29,APPROVED,2026-05-05T00:00:29.884289
PROMO00957,CUST007,PROD001,M3_V133,Market Development Fund,1.09,1.0268,5.8,0.0632,3905,246.8,15.17,2025-01-10,2025-01-30,2025-01-10,APPROVED,2026-05-05T00:00:29.884299
PROMO00958,CUST009,PROD007,CLOUDSUITE,Retailer Event,0.99,0.8456,14.59,0.1444,852,123.03,4.62,2024-08-19,2024-09-12,2024-08-19,APPROVED,2026-05-05T00:00:29.884310
PROMO00959,CUST001,PROD012,NAV1,New Product Launch,4.49,3.6082,19.64,0.8818,1835,1618.1,6.83,2024-03-08,2024-04-04,2024-03-08,APPROVED,2026-05-05T00:00:29.884320
PROMO00960,CUST002,PROD001,NAV2,Bundle Deal,1.09,0.9309,14.6,0.1591,2547,405.23,13.37,2024-03-23,2024-04-17,2024-03-23,APPROVED,2026-05-05T00:00:29.884330
PROMO00961,CUST012,PROD010,CLOUDSUITE,Market Development Fund,1.49,1.4082,5.49,0.0818,3776,308.88,0.54,2024-08-25,2024-09-13,2024-08-25,APPROVED,2026-05-05T00:00:29.884341
PROMO00962,CUST003,PROD013,CLOUDSUITE,Bundle Deal,1.89,1.4661,22.43,0.4239,3853,1633.29,-4.95,2024-12-26,2025-01-22,2024-12-26,APPROVED,2026-05-05T00:00:29.884351
PROMO00963,CUST002,PROD007,NAV2,Volume Discount,0.99,0.7636,22.87,0.2264,2777,628.71,6.86,2024-09-28,2024-10-13,2024-09-28,APPROVED,2026-05-05T00:00:29.884361
PROMO00964,CUST012,PROD010,CLOUDSUITE,Bundle Deal,1.49,1.2538,15.85,0.2362,1746,412.41,-1.76,2025-02-07,2025-02-24,2025-02-07,APPROVED,2026-05-05T00:00:29.884374
PROMO00965,CUST012,PROD015,CLOUDSUITE,Volume Discount,1.45,1.3616,6.1,0.0884,3031,267.94,10.32,2024-01-27,2024-02-17,2024-01-27,APPROVED,2026-05-05T00:00:29.884388
PROMO00966,CUST010,PROD001,NAV2,Clearance,1.09,0.9558,12.31,0.1342,1485,199.29,23.19,2024-11-27,2024-12-21,2024-11-27,APPROVED,2026-05-05T00:00:29.884398
PROMO00967,CUST012,PROD013,CLOUDSUITE,Clearance,1.89,1.7182,9.09,0.1718,2793,479.84,-0.46,2024-05-02,2024-05-24,2024-05-02,APPROVED,2026-05-05T00:00:29.884409
PROMO00968,CUST012,PROD013,CLOUDSUITE,Bundle Deal,1.89,1.5763,16.6,0.3137,1768,554.62,25.44,2025-01-20,2025-02-06,2025-01-20,APPROVED,2026-05-05T00:00:29.884419
PROMO00969,CUST006,PROD015,M3_V133,Volume Discount,1.45,1.2999,10.35,0.1501,3514,527.45,-2.47,2024-05-21,2024-06-08,2024-05-21,APPROVED,2026-05-05T00:00:29.884429
PROMO00970,CUST008,PROD008,TROPOS,Bundle Deal,1.49,1.2661,15.03,0.2239,1055,236.21,16.28,2024-08-28,2024-09-21,2024-08-28,APPROVED,2026-05-05T00:00:29.884440
PROMO00971,CUST005,PROD008,NAV2,Retailer Event,1.49,1.2304,17.42,0.2596,587,152.39,-1.51,2024-04-06,2024-04-25,2024-04-06,APPROVED,2026-05-05T00:00:29.884450
PROMO00972,CUST003,PROD005,CLOUDSUITE,Seasonal Promotion,3.49,2.6465,24.17,0.8435,680,573.58,6.04,2024-02-25,2024-03-07,2024-02-25,APPROVED,2026-05-05T00:00:29.884461
PROMO00973,CUST008,PROD003,TROPOS,Volume Discount,2.29,1.7748,22.5,0.5152,4315,2223.09,6.73,2024-11-17,2024-12-15,2024-11-17,APPROVED,2026-05-05T00:00:29.884471
PROMO00974,CUST009,PROD015,CLOUDSUITE,Retailer Event,1.45,1.3392,7.64,0.1108,2890,320.21,24.51,2024-08-03,2024-08-10,2024-08-03,APPROVED,2026-05-05T00:00:29.884487
PROMO00975,CUST005,PROD004,NAV2,Bundle Deal,3.99,3.7402,6.26,0.2498,1953,487.86,8.44,2024-09-23,2024-10-18,2024-09-23,APPROVED,2026-05-05T00:00:29.884497
PROMO00976,CUST006,PROD011,M3_V133,Clearance,1.49,1.223,17.92,0.267,2723,727.04,21.63,2024-09-05,2024-09-28,2024-09-05,APPROVED,2026-05-05T00:00:29.884507
PROMO00977,CUST009,PROD008,CLOUDSUITE,Market Development Fund,1.49,1.279,14.16,0.211,4696,990.86,7.26,2024-03-08,2024-03-23,2024-03-08,APPROVED,2026-05-05T00:00:29.884518
PROMO00978,CUST004,PROD008,NAV1,Market Development Fund,1.49,1.3046,12.44,0.1854,2410,446.81,-3.11,2025-01-29,2025-02-16,2025-01-29,APPROVED,2026-05-05T00:00:29.884531
PROMO00979,CUST005,PROD008,NAV2,Clearance,1.49,1.1306,24.12,0.3594,1367,491.3,6.41,2024-12-30,2025-01-11,2024-12-30,APPROVED,2026-05-05T00:00:29.884541
PROMO00980,CUST012,PROD012,CLOUDSUITE,Seasonal Promotion,4.49,3.4533,23.09,1.0367,1307,1354.97,-0.32,2024-03-23,2024-04-09,2024-03-23,APPROVED,2026-05-05T00:00:29.884552
PROMO00981,CUST010,PROD003,NAV2,Seasonal Promotion,2.29,1.9735,13.82,0.3165,3078,974.19,17.5,2024-04-04,2024-04-12,2024-04-04,APPROVED,2026-05-05T00:00:29.884562
PROMO00982,CUST011,PROD006,NAV1,Retailer Event,4.29,3.2364,24.56,1.0536,1261,1328.59,16.59,2024-07-09,2024-07-21,2024-07-09,APPROVED,2026-05-05T00:00:29.884572
PROMO00983,CUST009,PROD005,CLOUDSUITE,Retailer Event,3.49,3.2307,7.43,0.2593,254,65.86,25.74,2024-07-26,2024-08-16,2024-07-26,APPROVED,2026-05-05T00:00:29.884582
PROMO00984,CUST006,PROD003,M3_V133,New Product Launch,2.29,2.1734,5.09,0.1166,4524,527.5,20.89,2024-09-16,2024-10-02,2024-09-16,APPROVED,2026-05-05T00:00:29.884593
PROMO00985,CUST008,PROD015,TROPOS,Seasonal Promotion,1.45,1.2934,10.8,0.1566,4749,743.69,26.98,2024-12-07,2024-12-28,2024-12-07,APPROVED,2026-05-05T00:00:29.884603
PROMO00986,CUST006,PROD012,M3_V133,Seasonal Promotion,4.49,4.1645,7.25,0.3255,3973,1293.21,22.12,2024-01-21,2024-01-31,2024-01-21,APPROVED,2026-05-05T00:00:29.884613
PROMO00987,CUST005,PROD001,NAV2,New Product Launch,1.09,0.948,13.03,0.142,1855,263.41,-1.3,2024-08-16,2024-08-24,2024-08-16,APPROVED,2026-05-05T00:00:29.884624
PROMO00988,CUST010,PROD011,NAV2,Market Development Fund,1.49,1.3574,8.9,0.1326,4362,578.4,32.43,2024-04-23,2024-05-08,2024-04-23,APPROVED,2026-05-05T00:00:29.884634
PROMO00989,CUST004,PROD001,NAV1,Bundle Deal,1.09,1.0173,6.67,0.0727,3699,268.92,33.3,2024-12-12,2025-01-04,2024-12-12,APPROVED,2026-05-05T00:00:29.884644
PROMO00990,CUST007,PROD004,M3_V133,Clearance,3.99,3.3991,14.81,0.5909,4991,2949.18,32.74,2024-11-05,2024-12-03,2024-11-05,APPROVED,2026-05-05T00:00:29.884657
PROMO00991,CUST006,PROD007,M3_V133,Retailer Event,0.99,0.9112,7.96,0.0788,3553,279.98,9.91,2024-07-08,2024-07-24,2024-07-08,APPROVED,2026-05-05T00:00:29.884668
PROMO00992,CUST006,PROD006,M3_V133,Volume Discount,4.29,3.8112,11.16,0.4788,3700,1771.56,3.63,2024-10-14,2024-11-04,2024-10-14,APPROVED,2026-05-05T00:00:29.884684
PROMO00993,CUST012,PROD007,CLOUDSUITE,Market Development Fund,0.99,0.7814,21.07,0.2086,2414,503.56,24.12,2024-03-24,2024-04-13,2024-03-24,APPROVED,2026-05-05T00:00:29.884694
PROMO00994,CUST012,PROD015,CLOUDSUITE,Volume Discount,1.45,1.2574,13.28,0.1926,4860,936.04,0.75,2024-11-02,2024-11-18,2024-11-02,APPROVED,2026-05-05T00:00:29.884704
PROMO00995,CUST008,PROD014,TROPOS,Clearance,4.29,3.6246,15.51,0.6654,2797,1861.12,25.24,2024-02-03,2024-02-12,2024-02-03,APPROVED,2026-05-05T00:00:29.884715
PROMO00996,CUST001,PROD007,NAV1,Seasonal Promotion,0.99,0.814,17.78,0.176,2289,402.86,17.23,2024-07-31,2024-08-25,2024-07-31,APPROVED,2026-05-05T00:00:29.884725
PROMO00997,CUST003,PROD004,CLOUDSUITE,Clearance,3.99,3.6421,8.72,0.3479,3177,1105.28,14.62,2024-05-28,2024-06-13,2024-05-28,APPROVED,2026-05-05T00:00:29.884735
PROMO00998,CUST010,PROD005,NAV2,Volume Discount,3.49,2.9707,14.88,0.5193,3846,1997.23,26.65,2024-04-24,2024-05-05,2024-04-24,APPROVED,2026-05-05T00:00:29.884746
PROMO00999,CUST005,PROD005,NAV2,Bundle Deal,3.49,2.6482,24.12,0.8418,3921,3300.7,21.64,2024-03-04,2024-03-20,2024-03-04,APPROVED,2026-05-05T00:00:29.884756
PROMO01000,CUST007,PROD003,M3_V133,Volume Discount,2.29,1.9502,14.84,0.3398,2054,697.95,25.59,2024-01-15,2024-02-06,2024-01-15,APPROVED,2026-05-05T00:00:29.884767
PROMO01001,CUST002,PROD010,NAV2,Clearance,1.49,1.1933,19.91,0.2967,4810,1427.13,12.44,2024-09-03,2024-09-18,2024-09-03,APPROVED,2026-05-05T00:00:29.884777
PROMO01002,CUST011,PROD011,NAV1,Clearance,1.49,1.2737,14.52,0.2163,1029,222.57,24.32,2024-07-10,2024-07-17,2024-07-10,APPROVED,2026-05-05T00:00:29.884787
PROMO01003,CUST005,PROD003,NAV2,Retailer Event,2.29,1.9092,16.63,0.3808,1247,474.86,30.13,2024-06-12,2024-06-23,2024-06-12,APPROVED,2026-05-05T00:00:29.884800
PROMO01004,CUST006,PROD003,M3_V133,Bundle Deal,2.29,2.1512,6.06,0.1388,3008,417.51,31.48,2024-08-02,2024-08-20,2024-08-02,APPROVED,2026-05-05T00:00:29.884810
PROMO01005,CUST001,PROD005,NAV1,Seasonal Promotion,3.49,3.112,10.83,0.378,679,256.66,25.66,2024-09-20,2024-10-02,2024-09-20,APPROVED,2026-05-05T00:00:29.884820
PROMO01006,CUST002,PROD010,NAV2,Market Development Fund,1.49,1.1913,20.05,0.2987,4504,1345.34,7.65,2024-06-14,2024-07-12,2024-06-14,APPROVED,2026-05-05T00:00:29.884830
PROMO01007,CUST005,PROD005,NAV2,Clearance,3.49,2.837,18.71,0.653,3019,1971.41,18.2,2024-02-19,2024-03-01,2024-02-19,APPROVED,2026-05-05T00:00:29.884841
PROMO01008,CUST001,PROD003,NAV1,Retailer Event,2.29,1.9383,15.36,0.3517,3105,1092.03,11.48,2025-02-02,2025-02-14,2025-02-02,APPROVED,2026-05-05T00:00:29.884851
PROMO01009,CUST002,PROD004,NAV2,Market Development Fund,3.99,3.6672,8.09,0.3228,1861,600.73,30.88,2024-04-06,2024-05-02,2024-04-06,APPROVED,2026-05-05T00:00:29.884861
PROMO01010,CUST012,PROD014,CLOUDSUITE,Clearance,4.29,3.2583,24.05,1.0317,4408,4547.73,23.09,2024-12-30,2025-01-09,2024-12-30,APPROVED,2026-05-05T00:00:29.884874
PROMO01011,CUST007,PROD008,M3_V133,Seasonal Promotion,1.49,1.1425,23.32,0.3475,1004,348.89,31.94,2025-02-23,2025-03-17,2025-02-23,APPROVED,2026-05-05T00:00:29.884885
PROMO01012,CUST006,PROD005,M3_V133,Retailer Event,3.49,2.8332,18.82,0.6568,1188,780.28,30.59,2025-02-22,2025-03-20,2025-02-22,APPROVED,2026-05-05T00:00:29.884895
PROMO01013,CUST009,PROD013,CLOUDSUITE,New Product Launch,1.89,1.4288,24.4,0.4612,1460,673.35,-3.85,2024-12-29,2025-01-08,2024-12-29,APPROVED,2026-05-05T00:00:29.884905
PROMO01014,CUST004,PROD003,NAV1,Seasonal Promotion,2.29,1.783,22.14,0.507,1216,616.51,7.3,2024-12-18,2024-12-31,2024-12-18,APPROVED,2026-05-05T00:00:29.884916
PROMO01015,CUST003,PROD002,CLOUDSUITE,Volume Discount,1.09,0.9429,13.5,0.1471,965,141.95,25.99,2024-02-09,2024-02-29,2024-02-09,APPROVED,2026-05-05T00:00:29.884927
PROMO01016,CUST001,PROD004,NAV1,Volume Discount,3.99,3.7043,7.16,0.2857,4256,1215.94,13.76,2024-10-30,2024-11-14,2024-10-30,APPROVED,2026-05-05T00:00:29.884941
PROMO01017,CUST001,PROD002,NAV1,Volume Discount,1.09,0.9698,11.03,0.1202,134,16.11,26.29,2025-01-21,2025-02-16,2025-01-21,APPROVED,2026-05-05T00:00:29.884952
PROMO01018,CUST004,PROD010,NAV1,New Product Launch,1.49,1.147,23.02,0.343,1563,536.11,-3.83,2024-12-09,2024-12-20,2024-12-09,APPROVED,2026-05-05T00:00:29.884962
PROMO01019,CUST012,PROD005,CLOUDSUITE,Seasonal Promotion,3.49,2.6531,23.98,0.8369,2899,2426.17,29.21,2024-06-29,2024-07-25,2024-06-29,APPROVED,2026-05-05T00:00:29.884972
PROMO01020,CUST004,PROD009,NAV1,Clearance,4.99,4.1716,16.4,0.8184,861,704.64,25.53,2025-02-23,2025-03-18,2025-02-23,APPROVED,2026-05-05T00:00:29.884985
PROMO01021,CUST004,PROD012,NAV1,Market Development Fund,4.49,4.0935,8.83,0.3965,2358,934.95,16.49,2024-03-28,2024-04-07,2024-03-28,APPROVED,2026-05-05T00:00:29.884996
PROMO01022,CUST004,PROD015,NAV1,Bundle Deal,1.45,1.2313,15.08,0.2187,3938,861.24,18.58,2024-07-06,2024-07-27,2024-07-06,APPROVED,2026-05-05T00:00:29.885006
PROMO01023,CUST011,PROD002,NAV1,Retailer Event,1.09,0.996,8.62,0.094,2956,277.86,3.57,2024-07-13,2024-07-27,2024-07-13,APPROVED,2026-05-05T00:00:29.885016
PROMO01024,CUST007,PROD002,M3_V133,Retailer Event,1.09,0.8695,20.23,0.2205,2624,578.59,-0.59,2024-03-04,2024-03-15,2024-03-04,APPROVED,2026-05-05T00:00:29.885026
PROMO01025,CUST008,PROD013,TROPOS,Bundle Deal,1.89,1.6589,12.23,0.2311,2411,557.18,-3.38,2024-10-12,2024-10-29,2024-10-12,APPROVED,2026-05-05T00:00:29.885037
PROMO01026,CUST008,PROD002,TROPOS,Bundle Deal,1.09,0.9516,12.7,0.1384,3793,524.95,7.48,2024-11-03,2024-11-24,2024-11-03,APPROVED,2026-05-05T00:00:29.885051
PROMO01027,CUST004,PROD009,NAV1,Market Development Fund,4.99,4.3338,13.15,0.6562,3555,2332.79,-2.22,2024-04-06,2024-04-28,2024-04-06,APPROVED,2026-05-05T00:00:29.885062
PROMO01028,CUST011,PROD006,NAV1,Volume Discount,4.29,3.9215,8.59,0.3685,4077,1502.37,10.85,2024-12-10,2025-01-02,2024-12-10,APPROVED,2026-05-05T00:00:29.885075
PROMO01029,CUST011,PROD011,NAV1,Retailer Event,1.49,1.3902,6.7,0.0998,1224,122.16,22.8,2024-07-21,2024-07-31,2024-07-21,APPROVED,2026-05-05T00:00:29.885088
PROMO01030,CUST012,PROD015,CLOUDSUITE,New Product Launch,1.45,1.1187,22.85,0.3313,1432,474.42,34.01,2024-02-03,2024-02-20,2024-02-03,APPROVED,2026-05-05T00:00:29.885098
PROMO01031,CUST004,PROD010,NAV1,Seasonal Promotion,1.49,1.164,21.88,0.326,3361,1095.69,28.52,2024-03-03,2024-03-25,2024-03-03,APPROVED,2026-05-05T00:00:29.885108
PROMO01032,CUST005,PROD013,NAV2,New Product Launch,1.89,1.5258,19.27,0.3642,4817,1754.35,25.25,2024-10-30,2024-11-26,2024-10-30,APPROVED,2026-05-05T00:00:29.885119
PROMO01033,CUST007,PROD006,M3_V133,Retailer Event,4.29,3.6671,14.52,0.6229,4991,3108.89,15.46,2024-07-26,2024-08-06,2024-07-26,APPROVED,2026-05-05T00:00:29.885129
PROMO01034,CUST008,PROD002,TROPOS,Seasonal Promotion,1.09,1.0089,7.44,0.0811,4058,329.1,20.13,2024-09-11,2024-09-22,2024-09-11,APPROVED,2026-05-05T00:00:29.885139
PROMO01035,CUST001,PROD002,NAV1,Volume Discount,1.09,0.2097,80.76,0.8803,4130,3635.64,33.88,2024-12-13,2025-01-01,2024-12-13,APPROVED,2026-05-05T00:00:29.885150
PROMO01036,CUST010,PROD011,NAV2,Clearance,1.49,1.3181,11.54,0.1719,2530,434.91,-1.15,2024-11-14,2024-11-23,2024-11-14,APPROVED,2026-05-05T00:00:29.885160
PROMO01037,CUST011,PROD013,NAV1,Retailer Event,1.89,1.5989,15.4,0.2911,4082,1188.27,3.08,2025-02-09,2025-03-09,2025-02-09,APPROVED,2026-05-05T00:00:29.885170
PROMO01038,CUST008,PROD008,TROPOS,Market Development Fund,1.49,1.265,15.1,0.225,4493,1010.93,29.39,2024-06-24,2024-07-18,2024-06-24,APPROVED,2026-05-05T00:00:29.885181
PROMO01039,CUST001,PROD013,NAV1,Retailer Event,1.89,1.7836,5.63,0.1064,3575,380.38,13.0,2024-03-01,2024-03-20,2024-03-01,APPROVED,2026-05-05T00:00:29.885191
PROMO01040,CUST008,PROD008,TROPOS,Bundle Deal,1.49,1.4048,5.72,0.0852,1498,127.63,29.41,2024-10-12,2024-10-28,2024-10-12,APPROVED,2026-05-05T00:00:29.885201
PROMO01041,CUST012,PROD003,CLOUDSUITE,Bundle Deal,2.29,1.9504,14.83,0.3396,1151,390.88,10.56,2024-06-08,2024-06-18,2024-06-08,APPROVED,2026-05-05T00:00:29.885214
PROMO01042,CUST010,PROD011,NAV2,Clearance,1.49,1.2693,14.81,0.2207,4586,1012.13,17.89,2024-12-16,2025-01-07,2024-12-16,APPROVED,2026-05-05T00:00:29.885233
